ACK_ID,FORM_PLAN_YEAR_BEGIN_DATE,FORM_TAX_PRD,TYPE_PLAN_ENTITY_CD,TYPE_DFE_PLAN_ENTITY_CD,INITIAL_FILING_IND,AMENDED_IND,FINAL_FILING_IND,SHORT_PLAN_YR_IND,COLLECTIVE_BARGAIN_IND,F5558_APPLICATION_FILED_IND,EXT_AUTOMATIC_IND,DFVC_PROGRAM_IND,EXT_SPECIAL_IND,EXT_SPECIAL_TEXT,PLAN_NAME,SPONS_DFE_PN,PLAN_EFF_DATE,SPONSOR_DFE_NAME,SPONS_DFE_DBA_NAME,SPONS_DFE_CARE_OF_NAME,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_MAIL_FOREIGN_ADDR1,SPONS_DFE_MAIL_FOREIGN_ADDR2,SPONS_DFE_MAIL_FOREIGN_CITY,SPONS_DFE_MAIL_FORGN_PROV_ST,SPONS_DFE_MAIL_FOREIGN_CNTRY,SPONS_DFE_MAIL_FORGN_POSTAL_CD,SPONS_DFE_LOC_US_ADDRESS1,SPONS_DFE_LOC_US_ADDRESS2,SPONS_DFE_LOC_US_CITY,SPONS_DFE_LOC_US_STATE,SPONS_DFE_LOC_US_ZIP,SPONS_DFE_LOC_FOREIGN_ADDRESS1,SPONS_DFE_LOC_FOREIGN_ADDRESS2,SPONS_DFE_LOC_FOREIGN_CITY,SPONS_DFE_LOC_FORGN_PROV_ST,SPONS_DFE_LOC_FOREIGN_CNTRY,SPONS_DFE_LOC_FORGN_POSTAL_CD,SPONS_DFE_EIN,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_NAME,ADMIN_CARE_OF_NAME,ADMIN_US_ADDRESS1,ADMIN_US_ADDRESS2,ADMIN_US_CITY,ADMIN_US_STATE,ADMIN_US_ZIP,ADMIN_FOREIGN_ADDRESS1,ADMIN_FOREIGN_ADDRESS2,ADMIN_FOREIGN_CITY,ADMIN_FOREIGN_PROV_STATE,ADMIN_FOREIGN_CNTRY,ADMIN_FOREIGN_POSTAL_CD,ADMIN_EIN,ADMIN_PHONE_NUM,LAST_RPT_SPONS_NAME,LAST_RPT_SPONS_EIN,LAST_RPT_PLAN_NUM,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME,SPONS_SIGNED_DATE,SPONS_SIGNED_NAME,DFE_SIGNED_DATE,DFE_SIGNED_NAME,TOT_PARTCP_BOY_CNT,TOT_ACTIVE_PARTCP_CNT,RTD_SEP_PARTCP_RCVG_CNT,RTD_SEP_PARTCP_FUT_CNT,SUBTL_ACT_RTD_SEP_CNT,BENEF_RCVG_BNFT_CNT,TOT_ACT_RTD_SEP_BENEF_CNT,PARTCP_ACCOUNT_BAL_CNT,SEP_PARTCP_PARTL_VSTD_CNT,CONTRIB_EMPLRS_CNT,TYPE_PENSION_BNFT_CODE,TYPE_WELFARE_BNFT_CODE,FUNDING_INSURANCE_IND,FUNDING_SEC412_IND,FUNDING_TRUST_IND,FUNDING_GEN_ASSET_IND,BENEFIT_INSURANCE_IND,BENEFIT_SEC412_IND,BENEFIT_TRUST_IND,BENEFIT_GEN_ASSET_IND,SCH_R_ATTACHED_IND,SCH_MB_ATTACHED_IND,SCH_SB_ATTACHED_IND,SCH_H_ATTACHED_IND,SCH_I_ATTACHED_IND,SCH_A_ATTACHED_IND,NUM_SCH_A_ATTACHED_CNT,SCH_C_ATTACHED_IND,SCH_D_ATTACHED_IND,SCH_G_ATTACHED_IND,FILING_STATUS,DATE_RECEIVED,VALID_ADMIN_SIGNATURE,VALID_DFE_SIGNATURE,VALID_SPONSOR_SIGNATURE,ADMIN_PHONE_NUM_FOREIGN,SPONS_DFE_PHONE_NUM_FOREIGN,ADMIN_NAME_SAME_SPON_IND,ADMIN_ADDRESS_SAME_SPON_IND,PREPARER_NAME,PREPARER_FIRM_NAME,PREPARER_US_ADDRESS1,PREPARER_US_ADDRESS2,PREPARER_US_CITY,PREPARER_US_STATE,PREPARER_US_ZIP,PREPARER_FOREIGN_ADDRESS1,PREPARER_FOREIGN_ADDRESS2,PREPARER_FOREIGN_CITY,PREPARER_FOREIGN_PROV_STATE,PREPARER_FOREIGN_CNTRY,PREPARER_FOREIGN_POSTAL_CD,PREPARER_PHONE_NUM,PREPARER_PHONE_NUM_FOREIGN,TOT_ACT_PARTCP_BOY_CNT,SUBJ_M1_FILING_REQ_IND,COMPLIANCE_M1_FILING_REQ_IND,M1_RECEIPT_CONFIRMATION_CODE,ADMIN_MANUAL_SIGNED_DATE,ADMIN_MANUAL_SIGNED_NAME
"20170525102227P040039397559001","2016-01-01","2016-12-31","2",,,,"1",,,,,,,,"ORONOQUE PHARMACY INC 401K PLAN","001","2000-01-01","ORONOQUE PHARMACY INC",,,"7365 MAIN STREET",,"STRATFORD","CT","06614",,,,,,,,,,,,,,,,,,"061177978","2033781111","446110",,,,,,,,,,,,,,,,,,,"2017-05-25T11:21:40-0500","LOUIS J NUZZO",,,,,6,0,0,0,0,0,0,0,0,,"2E2G2J3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,6,,,,,
"20170525102230P030037131127001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ROSAUERS INSURANCE PREMIUM PAYMENT PLAN","501","2001-01-01","ROSAUERS SUPERMARKETS, INC.",,,"1815 W GARLAND AVE",,"SPOKANE","WA","992052522",,,,,,,"1815 W GARLAND AVE",,"SPOKANE","WA","992052522",,,,,,,"910582615","5093268900","445110",,,,,,,,,,,,,,,,,,,"2017-05-24T16:26:17-0500","MARCY SULLIVAN","2017-05-24T18:01:21-0500","NANCY CHAPPELL",,,750,726,6,0,732,0,732,,,,,"4A4D4E4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,750,"2",,,,
"20170525102255P040045228993001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MILLER'S RENTAL & SALES COMPANY, INC. 401(K) PROFIT-SHARING PLAN","001","1984-04-01","MILLER'S RENTAL & SALES CO., INC",,,"2023 ROMIG ROAD",,"AKRON","OH","443203819",,,,,,,,,,,,,,,,,,"341041763","3305722605","446190",,,,,,,,,,,,,,,,,,,"2017-05-25T10:22:34-0500","KERRY M. KLEIN","2017-05-25T10:22:34-0500","KERRY M. KLEIN",,,96,79,2,13,94,0,94,70,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,74,,,,,
"20170525102505P040045230465001","2016-01-01","2016-12-31","2",,,,"1",,,,,,,,"DAVID E. TURRIFF SUPER SIMPLIFIED 401(K) PROTO","001","2004-01-01","DAVID E. TURRIFF",,,"2855 SCOTCH PINE TRAIL",,"GREEN BAY","WI","54313",,,,,,,,,,,,,,,,,,"262778510","9203211631","541990",,,,,,,,,,,,,,,,,,,"2017-05-25T04:11:00-0500","DAVID E. TURRIFF",,,,,1,0,,,0,,0,0,,,"2E2F2G2J2R",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,"2",,,,
"20170525102505P040045230465002","2016-01-01","2016-12-31","2",,,,,,,,,,,,"EXCEL ENGINEERING, INC. GROUP INSURANCE PLAN","502","2013-01-01","EXCEL ENGINEERING, INC.",,,"100 CAMELOT DRIVE",,"FOND DU LAC","WI","54935",,,,,,,,,,,,,,,,,,"391689347","9209269800","541330",,,,,,,,,,,,,,,,,,,"2017-05-25T05:16:32-0500","STEVE SOODSMA","2017-05-25T05:16:32-0500","STEVE SOODSMA",,,131,154,,,154,,,,,,,"4A4B4D4F4H4Q","1",,,,"1",,,,,,,,,"1","5",,,,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,131,"2",,,,
"20170525102505P040045230465003","2016-09-01","2016-12-31","2",,,,,"1",,,,,,,"GROUP LIFE & HEALTH PLAN FOR EMPLOYEES OF MARINE FEDERAL CREDIT UNION","502","1991-05-01","MARINE FEDERAL CREDIT UNION",,,"PO BOX 1551",,"JACKSONVILLE","NC","285411551",,,,,,,"4180 WESTERN BLVD",,"JACKSONVILLE","NC","485466740",,,,,,,"560706163","9103555658","522130",,,,,,,,,,,,,,,,,,,,,,,,,143,176,,,176,,,,,,,"4A4B4E","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2017-05-25",,,,,,"1",,,,,,,,,,,,,,,,,143,,,,"2017-05-23T07:00:00-0500","MARIA DEMPSTER"
"20170525102616P030037133959001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"OFFIT CAPITAL ADVISORS LLC 401(K) RETIREMENT SAVINGS PLAN","001","2011-01-01","OFFIT CAPITAL ADVISORS LLC",,,"485 LEXINGTON AVE","24TH FLOOR","NEW YORK","NY","10017",,,,,,,,,,,,,,,,,,"260271563","2125883240","523900",,,,,,,,,,,,,,,,,,,"2017-05-25T06:25:56-0500","VINCENT RELLA",,,,,47,39,0,6,45,0,45,42,0,,"2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,41,,,,,
"20170525102659P040045231889001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"BENNET OFFSHORE, LLC 401(K) PLAN","001","1999-01-01","BENNET OFFSHORE, LLC",,,"5177 RICHMOND AVE. SUITE 1188",,"HOUSTON","TX","77506",,,,,,,,,,,,,,,,,,"721372662","7139617737","541330",,,,,,,,,,,,,,,,,,,"2017-05-25T06:22:54-0500","BERYL AGUILAR",,,,,35,18,1,12,31,0,31,23,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,22,,,,,
"20170525102720P040039405703001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"OVERHEAD CONVEYOR CO. 401(K) PLAN AND TRUST","001","1996-03-01","OVERHEAD CONVEYOR CO",,,"1330 HILTON",,"FERNDALE","MI","48220",,,,,,,,,,,,,,,,,,"381234486","2485473800","333200",,,,,,,,,,,,,,,,,,,"2017-05-25T06:12:30-0500","ANNEMARIE HOLLAND",,,,,36,34,0,2,36,0,36,31,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,33,,,,,
"20170525102752P030043240657001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MARS ELECTRIC COMPANY EMPLOYEE BENEFITS PLAN","501","1990-01-01","MARS ELECTRIC COMPANY",,,"38868 MENTOR AVENUE",,"WILLOUGHBY","OH","44094",,,,,,,,,,,,,,,,,,"340837654","4409462250","453990",,,,,,,,,,,,,,,,,,,"2017-05-25T10:24:35-0500","CHRIS SIMONE",,,,,124,130,0,0,130,,,,,,,"4A4B4D4F4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,124,"2",,,,
"20170525102843P040039408855001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CHARLES D. WONG, D.O. MEDICAL CORPORATION 401(K) PROFIT SHARING PLAN","001","2008-06-20","CHARLES D. WONG, D.O. MEDICAL CORPORATION",,"C/O THE PRICE COMPANY","2011 PINE STREET",,"BAKERSFIELD","CA","93301",,,,,,,,,,,,,,,,,,"262874600","5592247656",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,2,0,2,2,0,,"2E2G2J2K3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2017-05-25",,,,,,"1",,,,,,,,,,,,,,,,,2,,,,"2017-05-25T07:00:00-0500","CHARLES D WONG DO"
"20170525125014P040033149485001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"HRQ, INC. 401(K) PLAN","001","2002-01-01","HRQ,INC.",,,"2859 UMATILLA STREET",,"DENVER","CO","80211",,,,,,,,,,,,,,,,,,"841468107","3034551118","541600",,,,,,,,,,,,,,,,,,,"2017-05-25T08:49:50-0500","GREGORY CUMMINGS",,,,,21,21,0,6,27,0,27,17,0,,"2F2G2J2K2T3D3H2E",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,14,,,,,
"20170525125050P030037290167001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"MILLIVAN ASSOCIATES, INC. DBA PRIMROSE SCHOOL AT THE PARK 401(K) PLAN","001","1999-01-01","MILLIVAN ASSOCIATES, INC. DBA PRIMROSE SCHOOL AT T",,,"131 LATTNER COURT",,"MORRISVILLE","NC","27560",,,,,,,,,,,,,,,,,,"562111140","9193670890","624410",,,,,,,,,,,,,,,,,,,"2017-05-25T08:50:24-0500","TAMMY JOHNSON",,,,,20,21,0,3,24,0,24,7,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,18,,,,,
"20170525125120P040033150973001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"BRIGHT AND BROWN EMPLOYEES SAVINGS PLAN","001","1991-01-01","BRIGHT AND BROWN, ATTORNEYS AT LAW",,,"550 NORTH BRAND BOULEVARD","SUITE 2100","GLENDALE","CA","912031900",,,,,,,,,,,,,,,,,,"954301206","8182432121","541110",,,,,,,,,,,,,,,,,,,"2017-05-25T08:50:34-0500","KRISTIN G. TAYLOR",,,,,15,13,0,2,15,0,15,15,0,,"2A2E2F2G2J2K2T3B3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,14,,,,,
"20170525065808P030043074785001","2016-01-01","2016-10-31","2",,"0","0","1","1","0","0","0","0","0",,"KENDALL ENDOSCOPY SURGERY CENTER 401(K) RETIREMENT PLAN","001","2009-01-01","SOUTH FLORIDA CENTER FOR ENDOSCOPY & DIGESTIVE DISEASE, LLC",,,"7875 SW 104TH STREET, SUITE 201",,"MIAMI","FL","33156",,,,,,,,,,,,,,,,,,"651112489","3052707572","621498",,,,,,,,,,,,,,,,,,,"2017-05-25T06:53:22-0500","VICENTE LAGO",,,,,28,0,0,0,0,0,0,0,0,,"2A2E2F2G2J2K",,"0","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,26,,,,,
"20170525070203P030043080081001","2016-01-01","2016-12-31","2",,,,,,,,,,,,"LOUSARARIAN, SALL & RAND PROFIT SHARING PLAN","001","1986-01-01","LOUSARARIAN, SALL & RAND",,,"20 SPEEN STREET - SUITE 103",,"FRAMINGHAM","MA","01701",,,,,,,,,,,,,,,,,,"042838769","7812355678","541211","LOUSARARIAN, SALL & RAND",,"20 SPEEN STREET - SUITE 103",,"FRAMINGHAM","MA","01701",,,,,,,"042838769","7812355678",,,,"2017-05-25T06:44:18-0500","DANIEL SALL",,,,,2,2,,,2,,2,2,,,"2A2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,2,,,,,
"20170525071517P040044957153001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"SHAWSHEEN RUBBER CO., INC. RETIREMENT PLAN","001","1964-01-01","SHAWSHEEN RUBBER CO., INC.",,,"P.O. BOX 4296",,"ANDOVER","MA","01810",,,,,,,"220 ANDOVER STREET",,"ANDOVER","MA","01810",,,,,,,"041825865","9784751710","339900",,,,,,,,,,,,,,,,,,,"2017-05-25T03:12:47-0500","NANCY SLATTERY",,,,,57,60,0,3,63,0,63,46,0,,"2F2G2J2K2T3D2E",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","1","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,52,,,,,
"20170525071615P030043099953001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"THE BOLLARD GROUP, LLC 401(K) PLAN","001","2001-01-01","THE BOLLARD GROUP, LLC",,,"1 JOY STREET",,"BOSTON","MA","02108",,,,,,,,,,,,,,,,,,"043450484","6177205800","541219",,,,,,,,,,,,,,,,,,,"2017-05-23T09:52:58-0500","DEBORAH HALEY","2017-05-23T09:52:05-0500","DEBORAH HALEY",,,51,37,0,16,53,0,53,39,2,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,33,,,,,
"20170525072141P030043107121001","2016-01-01","2016-07-01","2",,"0","0","1","1","0","1","0","0","0",,"CRANE RESEARCH EMPLOYEES' RETIREMENT AND SAVINGS PLAN","001","1995-02-01","CRANE RESEARCH & ENGINEERING CO., INC.",,,"617 REGIONAL RD.",,"HAMPTON","VA","23661",,,,,,,,,,,,,,,,,,"540994893","7578261707","332700",,,,,,,,,,,,,,,,,,,"2017-05-25T03:19:48-0500","JOHN BIGGS",,,,,22,0,,,0,,0,,,,"2F2G2J2K2T3D2E",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","1","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,20,,,,,
"20170525072750P030043113105001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DAN'S EXCAVATING, INC. 401(K) PLAN","001","1994-01-01","DAN'S EXCAVATING, INC.",,,"12955 23 MILE RD",,"SHELBY TOWNSHIP","MI","48315",,,,,,,,,,,,,,,,,,"382036838","5862542040","237310",,,,,,,,,,,,,,,,,,,"2017-05-25T03:27:32-0500","ROBERT DRAY",,,,,68,71,0,2,73,0,73,61,1,,"3D3H2T2E2F2G2J2K",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,65,,,,,
"20170525073501P040044982417001","2016-01-01","2016-12-31","2",,"0","0","0","0","1","1","0","0","0",,"PILGRIM SCREW CORPORATION EMPLOYEE SAVINGS PLAN","001","1996-01-01","PILGRIM SCREW CORP",,,"120 SPRAGUE ST",,"PROVIDENCE","RI","02907",,,,,,,,,,,,,,,,,,"050268246","4012744090","332700",,,,,,,,,,,,,,,,,,,"2017-05-25T03:34:26-0500","GEOFFREY GROVE",,,,,68,59,1,6,66,0,66,62,1,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,62,,,,,
"20170525073827P040039235431001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","0","0","1","0",,"LEHIGH VALLEY HEALTH NETWORK, INC. HEALTH AND WELFARE PLAN","517","2005-01-01","LEHIGH VALLEY HEALTH NETWORK, INC.",,"LYNN TURNER","PO BOX 1870",,"ALLENTOWN","PA","181051870",,,,,,,"2100 MACK BOULEVARD","6TH FLOOR","ALLENTOWN","PA","18103",,,,,,,"222458317","4848843185","622000",,,,,,,,,,,,,,,,,,,"2017-05-25T06:06:00-0500","LYNN TURNER",,,,,12251,11970,81,,12051,,12051,,,,,"4A4B4D4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,12154,"2",,,,
"20170525074355P040039242775001","2016-09-14","2016-12-31","4","C","1",,,"1",,,,,,,"CONNORS COVERED CALL FUND","001",,"CONNORS COVERED CALL FUND",,,"101 S MAIN AVE., STE 310",,"SIOUX FALLS","SD","57104",,,,,,,,,,,,,,,,,,"812736976","8665164015",,,,,,,,,,,,,,,,,,,,,,,,"2017-05-25T08:43:01-0500","BRENDA EICH",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,"1",,"FILING_RECEIVED","2017-05-25",,"Filed with authorized/valid electronic signature",,,,"1",,,,,,,,,,,,,,,,,,,,,,
"20170525074506P040039244359001","2016-01-01","2016-12-31","2",,,,,,,,,,,,"CURZON VENTURES INC. PROFIT SHARING PLAN","002","2000-01-01","CURZON VENTURES INC",,,"4801 HAMPDEN LANE SUITE 106",,"BETHESDA","MD","20814",,,,,,,,,,,,,,,,,,"521910921","3019515804","531390",,,,,,,,,,,,,,,,,,,"2017-05-24T19:08:29-0500","JAY KAUFMAN","2017-05-24T19:08:34-0500","JAY KAUFMAN",,,4,3,0,0,3,1,4,4,0,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,
"20170525074732P040039247383001","2016-01-01","2016-12-31","2",,,,,,,,,,,,"HEARTLAND HEALTH PLAN","501","1961-11-05","CHRIS CAM CORP",,,"808 W CHEROKEE",,"SIOUX FALLS","SD","571040341",,,,,,,,,,,,,,,,,,"460344945","6053361190","424100",,,,,,,,,,,,,,,,,,,"2017-05-24T04:58:26-0500","SANDRA CHRISTENSON","2017-05-24T04:58:26-0500","SANDRA CHRISTENSON",,,102,104,0,0,104,,,,,,,"4A4B4H4L","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,102,"2",,,,
"20170525074732P040039247383002","2016-01-01","2016-12-31","2",,,,,,,,,,,,"CAYMAN CHEMICAL COMPANY CAFETERIA PLAN","501","1995-12-13","CAYMAN CHEMICAL COMPANY, INC.",,,"1180 E ELLSWORTH RD",,"ANN ARBOR","MI","48108",,,,,,,"1180 E ELLSWORTH RD",,"ANN ARBOR","MI","48108",,,,,,,"840845784","8003649897","325100",,,,,,,,,,,,,,,,,,,,,,,,,222,231,,,231,,,,,,,"4A4B4D4E4H4L4Q","1",,,,"1",,,,,,,,,"1","5",,,,"FILING_RECEIVED","2017-05-25",,,,,,"1",,,,,,,,,,,,,,,,,222,"2",,,"2017-05-24T07:00:00-0500","JAMES MILITELLO"
"20170525085248P040045100225001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HIGH GATE, INC. 401(K) PLAN","001","2011-02-08","HIGH GATE, INC.","HIATT REALTY",,"9840 N BUCK CREEK PIKE",,"MUNCIE","IN","47302",,,,,,,,,,,,,,,,,,"274820465","7657743744","531310",,,,,,,,,,,,,,,,,,,"2017-05-25T08:52:08-0500","DAVID HIATT","2017-05-25T08:52:08-0500","DAVID HIATT",,,2,2,0,0,2,0,2,2,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,2,,,,,
"20170525085307P030032890381001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"REUTER HANNEY, INC. 401(K) PROFIT SHARING PLAN","001","1984-01-01","REUTER HANNEY, INC.",,,"149 RAILROAD DRIVE",,"IVYLAND","PA","18974",,,,,,,,,,,,,,,,,,"232138809","2153645333","238210",,,,,,,,,,,,,,,,,,,"2017-04-17T03:14:09-0500","KATIE PERKINS",,,,,54,59,0,4,63,0,63,57,0,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","1","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,49,,,,,
"20170525085436P030043163393001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"UNHOLTZ-DICKIE CORPORATION RETIREMENT PLAN","001","1974-01-01","UNHOLTZ-DICKIE CORPORATION",,,"6 BROOKSIDE DRIVE",,"WALLINGFORD","CT","06492",,,,,,,,,,,,,,,,,,"060738166","2032653929","334500","UNHOLTZ-DICKIE CORPORATION",,"6 BROOKSIDE DRIVE",,"WALLINGFORD","CT","06492",,,,,,,"060738166","2032653929",,,,"2017-05-25T08:51:25-0500","MICHAEL HANSEN",,,,,79,40,27,10,77,4,81,,0,,"1A3F",,"0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,39,,,,,
"20170525085446P030043163569001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"UNIVERSITY OF OKLAHOMA FOUNDATION, INC. 401(K) PLAN","002","2010-01-01","THE UNIVERSITY OF OKLAHOMA FOUNDATION, INC.",,,"100 TIMBERDELL ROAD",,"NORMAN","OK","73019",,,,,,,,,,,,,,,,,,"736091755","4053211174","611000",,,,,,,,,,,,,,,,,,,"2017-05-25T04:54:03-0500","JAMES VAUGHN",,,,,32,29,0,6,35,0,35,35,0,,"2F2G2J2K2R2T3D2E",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,28,,,,,
"20170525085552P030037040103001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BEHAVIORAL HEALTH SERVICES NORTH, INC. PROFIT SHARING 401(K) PLAN","001","1982-01-01","BEHAVIORAL HEALTH SERVICES NORTH, INC.",,,"22 US OVAL, SUITE 218",,"PLATTSBURGH","NY","12903",,,,,,,,,,,,,,,,,,"141338346","5185638206","621420",,,,,,,,,,,,,,,,,,,"2017-05-25T08:55:13-0500","DAVID LEPAGE","2017-05-25T08:55:13-0500","BEHAVIORAL HEALTH SERVICES NORTH",,,232,214,1,64,279,0,279,201,11,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","0","0","FILING_RECEIVED","2017-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,183,,,,,
